index,text,company,positive,negative,notr
74,#emlakveemlakyönetimi mezunları olarak Tarım ve orman bakanlığına bağlıinşaat ve emlak hizmetleri daire başkanlığına personel ihtiyacını karşılamaya ağır iş yükünü azaltmaya hazırız.Tek istediğimiz maksimum istihdam @bekirpakdemirli@TCTarim@tarimveormanbak @huseyinozturk_1,TCTarim|tarimveormanbak,,#emlakveemlakyönetimi mezunları olarak Tarım ve orman bakanlığına bağlıinşaat ve emlak hizmetleri daire başkanlığına personel ihtiyacını karşılamaya ağır iş yükünü azaltmaya hazırız|Tek istediğimiz maksimum istihdam,
75,@barksidelol Merhaba konuyu ilgisi gereği @ayedasdestek ‘e iletiyoruz. İyi günler dileriz.,ayedasdestek|barksidelol,İyi günler dileriz,,
76,@GSStoreDestek @GSStore DM derken?,GSStoreDestek|GSStore,,DM derken?,
77,Gün icinde 85 kere arıyorsunuz ben sizi aradığımda asla bir musteri temsilcisine ulaşamıyorum @TurkNetDestek,TurkNetDestek,,asla bir musteri temsilcisine ulaşamıyorum|Gün icinde 85 kere arıyorsunuz,
78,Bu ne şimdi adama taş parçası diyorum bana ısrarla zeytin çekirdeği diyor. He birde bildiğimiz taşmı demesi de cabası. Bilmediğimiz taş mı var ?Dua edinde çocuğumun yediği parçadan çıkmadı bu taş 🤦🏻‍♀️@dominos @DominosDestek,dominos|DominosDestek,,adama taş parçası diyorum bana ısrarla zeytin çekirdeği diyor|Bilmediğimiz taş mı var ?Dua edinde çocuğumun yediği parçadan çıkmadı bu taş,
79,18/06/2024 - 21/06/2024 tarihleri arasında konakladım 22 bin TL ödedim ve şu an bir hafta sonrasına baktığımda 10.800 TL. Bayram diye bu kadar fiyat farkı olmaz. Gelmeden önce çocuk yatağını getireyim mi dedim yok dediler. Getirmedim park yatak yok. 2 gündür hep oyalıyorlar. Kısaca Sarot tam anlamıyla parayı aldıktan sonra seninle işi bitiyor.,Sarot,,Bayram diye bu kadar fiyat farkı olmaz|park yatak yok|hep oyalıyorlar|parayı aldıktan sonra seninle işi bitiyor,
80,Bu site güvenilir değil ve kazancınız ne olursa olsun size ödeme yapılmıyor site sadece paranızı almak için kurulmuş hiçbir şekilde kazanç sağlayamıyor ve ödeme alamıyorsunuz. Ödeme yapılmıyor ne yaparsanız yapın çekim veremiyorsunuz. Canlı destek diye bir şey yok sizi umursamıyorlar,,,güvenilir değil|hiçbir şekilde kazanç sağlayamıyor|ödeme alamıyorsunuz|çekim veremiyorsunuz|Canlı destek diye bir şey yok|sizi umursamıyorlar|sadece paranızı almak için kurulmuş,
81,@Ebumansurrr @eveavee @KYK_DESTEK @GSBgenclik @GSB_KYGM kardeşim bölümü kötü olsa şikayet etmeye hakkı yok mu,KYK_DESTEK|GSBgenclik|eveavee|GSB_KYGM,,şikayet etmeye hakkı yok mu,
82,Oris Telekom abonesiyim. Yaklaşık bir aydır belki daha fazla süredir internetimiz yok. Bazen fatura ödemediğimiz zaman internet yavaşlıyordu bu sefer komple gitti internet. 130 lira olan fatura hiç kullanamadığımız halde 200 lira geldi onu da ödedik belki düzelir diye ama nafile. Hiçbir şekilde müşteri hizmetlerine ulaşamıyoruz aboneliğimizi iptal etmek istiyoruz,Oris Telekom,,internetimiz yok|yavaşlıyordu|komple gitti internet|hiç kullanamadığımız halde 200 lira geldi|müşteri hizmetlerine ulaşamıyoruz,
83,Sanattan mahrum bir milletin hayat damarlarından biri kopmuş demektir! -M. Kemal Atatürk#27MartDünyaTiyatroGünü 🎭#DestekMedyaGrubu,DestekMedyaGrubu,,,Sanattan mahrum bir milletin hayat damarlarından biri kopmuş demektir! -M. Kemal Atatürk
84,@igdasdestek nisan’ın sadece ilk 2-3 günü yakmama rağmen 177 tl fatura geldi.Kullanım 92 metreküp olarak gözüküyor ve bu rakamın doğru olması imkansız.,igdasdestek,,doğru olması imkansız,
85,Evimi yeni bir binaya taşıdım altyapı yoktu. 2 ay bekledim gelmedi. Sonra 3 aylık bir dondurma süresi oldu. Altyapı yine gelmediği için cayma hakkım doğdu ve iptal ettirdim. Bugün bana gelen fatura 2400 TL. Aradım işlemi yanlış yaptığım için cayma bedeli yansıtılmış. Bu süreçte 20 kez görüştük bildiğiniz halde yapıyorsunuz. Hâlâ telefon görüşmelerinde bu durum ortaya çıkıyor. Her şey zaten yaparken 5 dakika iptal ederken 5 ay sürüyor. Ne güzel memleket! Etrafımdaki hiç kimsenin Vodafone almasına izin vermeyeceğim. Artık çok büyük bir pişmanlıksınız. Tüketici heyetine başvurumu da yaptım kazanacağıma eminim.,Vodafone,kazanacağıma eminim,işlemi yanlış yaptığım için cayma bedeli yansıtılmış|büyük bir pişmanlıksınız,
86,@anka_1903 @csdestek @ciceksepeti Aradaki 1500 farki bulun #çiçeksepeti,ciceksepeti|csdestek,,Aradaki 1500 farki bulun,
87,Hattı aldığından beri ödemediğim borç kalmadı. Sürekli borç geliyor o kadar fazla ödeme yaptım ki Tamamen mağduriyet içindeydim başka bir şehirde öğrenciyim hizmetinden çok şikayetçiyim ödediğim gereksiz ücretlerin talebini istiyorum. Olmasa başka bir hatta geçeceğim,,,Sürekli borç geliyor|mağduriyet içindeydim|çok şikayetçiyim|gereksiz ücretlerin|başka bir hatta geçeceğim,
88,Doğum günümde fikriye ile horon oynattığın için teşekürler aq Turkcell,Turkcell,,Doğum günümde fikriye ile horon oynattığın için teşekürler aq,
89,Biz Ramazan'da bayram parası aldık ama bu bayram yatmadı. Belediyeden geldiler eve araştırıldı ve Ramazan'da mesaj geldi. 750 TL yatmıştı ama bu bayram yatmadı. Ben 4 çocuk okutuyorum eşim tek çalışıyor. Kiradayız kurban kesemiyoruz. Yardımlarınızı bekliyoruz.,Belediye,,,
90,Dün apartmanımızı besleyen ana şebeke kablosunda patlamadan kaynaklı bir kesinti oldu. @ayedasdestek bugün itibari le sorunu giderdi ve enerji verildi. Fakat bugün @VodafoneTR @VodafoneDestek dan kulladığım bireysel internetimin servis alamadığımı müşteri hizmetlerine bildirdim.,VodafoneTR|VodafoneDestek|ayedasdestek,,sorunu giderdi ve enerji verildi,servis alamadığımı müşteri hizmetlerine bildirdim|kesinti oldu
91,Betbey'de para yatırma ve çekme gibi hiçbir problem yaşamadım. Yatırımda ve çekimde en geç 15 dakika içinde gerçekleşiyor ama bazı hileler var mı evet şüpheliyim. Örneğin slot oynuyorum tam jackpot düşüyor ekran değişiyor ya da bir simge bariz buhar oluyor. Başka bir simge beliriyor yerine. Canlı hizmet mükemmel kardeş gibi ama kaybediyor muyum evet. Üç ay kaybet sonra toplam kaybının yüzde 70'i gibi bir kazanç geliyor. Onu da zaten daha fazla kazanayım diye yine yatırıyorsun. Minik yatırımlara yağdırıyor orta ölçekli ve büyük yatırımlarda sürekli kaybediyorsun. Slot dönüşlerini izle; nasıl kaybettiğini nasıl müdahale edildiğini bariz görüyorsun. Adil oyun yasalarını takip eden ve bu sitelerin mecburi olarak üye olup analiz yaptırdığı bir kuruluş var onun denetimi altındalar. Lakin onu bulamıyorum yoksa çok video göndereceğim nasıl müdahale edildiğini.,Betbey,Canlı hizmet mükemmel|kardeş gibi,hileler var mı|şüpheliyim|kaybediyor muyum|kaybet|sürekli kaybediyorsun|nasıl müdahale edildiğini bariz görüyorsun,hiçbir problem yaşamadım|en geç 15 dakika içinde gerçekleşiyor
92,Turkcell Superonline mobil uygulama üzerinden taahhüt yenileme yapmıyor. 2 haftadır uğraşıyorum. Canlı destek müşteri hizmetleri ve mail atmama rağmen çözüm bulunamıyor. Mobil uygulama üzerinden 400 TL alabileceğim paketi 540 TL'ye satmaya çalışıyorlar. 'Fiyat uygulama için geçerli biz buradan yapamıyoruz' diyorlar. Bu nasıl bir şeydir anlamadım. Aynı şirket aynı uygulama fiyat farklı. Telefonumda başvuru ile ilgili fotoğraflar ve hatta video kaydı mevcut. Hakkımı sonuna kadar arayacağım bilginize.,Turkcell Superonline,Mobil uygulama üzerinden 400 TL alabileceğim paketi 540 TL'ye satmaya çalışıyorlar|Fiyat uygulama için geçerli biz buradan yapamıyoruz,taahhüt yenileme yapmıyor|çözüm bulunamıyor,
93,Payfix hesabımdan banka hesabıma hiçbir şekilde para gönderemiyorum. Sıktı artık dünden beri böyle. Fast işlemi de kapalı oradan da çekemiyoruz. ATM'niz yok. Bu kadar kötü bir kurum olamazsınız. Lütfen bir an önce şu durumu düzeltiniz. Bu kadar insanı mağdur etmeyiniz. Paramı acilen çekmem lazım,Payfix,,hiçbir şekilde para gönderemiyorum|ATM'niz yok|kötü bir kurum,
94,Dm bakarmısınız lütfen @YurticiDestek,YurticiDestek,,,Dm bakarmısınız lütfen
95,Allaah kahretsiin adananın bu mahallesinde fabrika var da bizim mi haberimiz yok @enerjisa @toroslardestek3 gündür sabaha kadar elektrik kesiyorsunuz neyin sorunu bu böyle çözülemeyen ??? Uyuyamıyom kele #adana,toroslardestek|enerjisa,,sabaha kadar elektrik kesiyorsunuz|çözülemeyen,
96,Göknet internet kullanıcısıyım. Müşteri hizmetlerini arıyorum; internet bağlantımın olmadığını defalarca bildirmeme rağmen hiçbir şekilde hizmet verilmedi. Mağduriyetimin acilen giderilmesini talep ediyorum. Çocuklarım internet üzerinden yapmaları gereken ödevlerini yapamıyorlar.,Göknet,,hiçbir şekilde hizmet verilmedi|internet bağlantımın olmadığını,
97,Vodafone uygulamasından haftalık Vodafone hediye çarkını çevirdiğimde ücretsiz 1 aylık filmox üyeliği hediye edildiğini gördüm ve kullanmak istedim. 1 aylık süre geçtikten sonra iptal edecektim fakat üyelik iptalini unuttum ve benim iznim olmadan aylık ücret çekilmiş. Ücretimin iade edilmesini istiyorum.,Vodafone|filmox,,ücretsiz 1 aylık filmox üyeliği hediye edildiğini gördüm,
98,5-6 günlük ayakkabıyı 3 kere giydim ve arkasındaki markası soyuluyor. Neredeyse 3 bin lira verip aldım orijinal bir ayakkabıda bu mümkün müdür? Yıllarca giyilen hiçbir ayakkabımda olmadı bu ama Vans dediğim gibi sadece 3 kere giyildi. 2'sinde işe giderken yolda giydim işte iş ayakkabısı kullanıyorum. 1 defa aktif (6-7 saat) kullanılmış bir ayakkabıda bu nasıl olur?,Vans,,orijinal bir ayakkabıda bu mümkün müdür?|hiçbir ayakkabımda olmadı bu|bu nasıl olur?,
99,📺 @tk_tr #tbt serimizi sunar!Bir döneme adeta damgasını vuran coloN'un hile maceralarını gördünüz mü? Karşınızda Nette coloN LAN'da baloN sloganıyla tanıtılan coloN!➤,tk_tr|coloN,,,
100,Numaramı Vodafone’a taşıyorum. Hattımı ne zaman aktive edeceksiniz sorusuna müşteri temsilcilerinden aldığım cevaplar şunlar:2 gün içerisinde2 saat içerisinde4 ila 6 gün içerisindeBombayı sona sakladımUmarım bugün açılır Ebru Hanım@VodafoneTR @VodafoneDestek ?,VodafoneTR|VodafoneDestek,,,Numaramı Vodafone’a taşıyorum|Hattımı ne zaman aktive edeceksiniz sorusuna müşteri temsilcilerinden aldığım cevaplar şunlar:2 gün içerisinde2 saat içerisinde4 ila 6 gün içerisindeBombayı sona sakladımUmarım bugün açılır Ebru Hanım
101,Sevgili @kamilkoccomUşak #kamilkocpark tesislerin çok sıcak bu imkanı yarattığın için teşekkür ederiz. @kamilkocdestek,kamilkoccom|kamilkocdestek,,teşekkür ederiz,tesislerin çok sıcak
102,M4901 numaralı metrobüsün klimasi çalişmiyor sadece boş boş ses çikartiyor şu konuya bi el atin hele @iettdestek,iettdestek,,çalişmiyor|sadece boş boş ses çikartiyor,
103,Realme C55 marka telefonumun 13'ünde kargoya verildiği söylendi ve hala gelmedi. Ne kargo takip kodu verildi ne de başka bir bilgi. Müşteri hizmetleri telefonları açmıyor. Ne kadar kötü bir firmasınız telefonun gönderilmesinin üzerinden 1 ay geçti ve hala gelmedi.,Realme C55,,kötü bir firmasınız|telefonları açmıyor|hala gelmedi,
104,18 Haziran günü giriş 22 Haziran günü çıkış tarihlerinde Jolly Tur üzerinden yaptığımız Radisson Blu Çeşme otelinde ailecek otele girdiğimiz andan beri mağduriyet yaşıyoruz! 3 aylık bebeğimizle bizi görmelerine ve rica etmemize rağmen villa dedikleri odaların üst katına çıkmamızı istediler bir sürü eşyamız ve bebek arabası olduğunu belirtmiştik! Ve sigara içilmesi yasak olan odaların girişi bu şekilde izmaritlerle ve pis yemek tabaklarıyla dolu. Odaya çıkarken orayı temizlemelerine de rica ettik görseller arasında 2 saat var orası o şekilde kalmaya devam etti. Aile odası olmasına rağmen 2 ayrı yataklı odayı vermişler üstüne park yatak istedik küçücük odaya ilave yatak getirdiler getiren çalışana park yatak istediğimizi söylememize rağmen ben bunu sığdırırım buraya gibi bir cevap aldık. Bir daha Jolly Tur üzerinden asla tatil almayacağız. Çalıştıkları otelleri doğru seçmeliler. Bakın bu sabah dün söylememize rağmen her yer pis tabaklar aynı şekilde duruyordu. Korkunç bir deneyim yaşıyoruz.,Jolly Tur|Radisson Blu Çeşme,Aile odası olmasına rağmen 2 ayrı yataklı odayı vermişler,mağduriyet yaşıyoruz|sigara içilmesi yasak olan odaların girişi bu şekilde izmaritlerle ve pis yemek tabaklarıyla dolu|Korkunç bir deneyim yaşıyoruz|asla tatil almayacağız,
105,Bir senede yüz (100) kere arıza olmaz @ayedasdestek saat 06:30'da geleceğini söylediğiniz enerji gelmedi. Zamansız sık arızalardan bıktık usandık. @TCEnerji yapamıyorsanız bırakın yeter artık. #ProtestoEdiyorum,ayedasdestek|TCEnerji,,sık arızalardan bıktık|yüz (100) kere arıza olmaz|enerji gelmedi|usandık|yeter artık,
106,Her yerde reklamlarını yaptıkları 500 TL değerinde cayma bedeli bizden duyurularına aldırış etmeyin. Çok güzel oyun oynanıyor. Ödenmiyor. \nTürk Telekom son düzenlediği faturada \,Türk Telekom,,Çok güzel oyun oynanıyor|Ödenmiyor,
107,@TK_TR Thank you for making the kids gifts you are the most beautiful flying 👍🏻👍🏻👍🏻👍🏻🇹🇷🇹🇷🇹🇷🇹🇷,TK_TR,Thank you for making the kids gifts|the most beautiful flying,,
108,@SetrabetDestek Id 399006768,SetrabetDestek,,,Id 399006768
109,Merhabalar Amazon üzerinden aldığım ürün adres karışıklığı nedeni ile satıcıya iade edilmiş. Ödemem 3 ay oldu iade edilmedi. Bu nasıl site anlamadım. Defalarca yazdım dönüş yapmadılar. Biraz daha bekleyip Tüketici Mahkemesi'ne başvuracağım. Amazon. Gibi işinde profesyonel olan bir şirkete güvenim azaldı,Amazon|Tüketici Mahkemesi'ne ,işinde profesyonel olan bir şirkete,iade edilmedi|dönüş yapmadılar|Bu nasıl site anlamadım,
110,Behind the scenes pictures from the new Turkcell commercial 💛#KeremBürsin Pics c/o: organicfilm instagram,Turkcell|organicfilm instagram,,,Behind the scenes pictures from the new Turkcell commercial
111,Merhaba D-Smart'a ev interneti için başvuru yapmıştım. Hemen sonrasında Extranet benimle iletişime geçip onlar için form doldurduğumu söylediler. Onlara yanlışlık olduğunu söylesem de bunu reddettiler. Perşembe gününden beridir de gelip modem bağlamalarını bekliyorum. Müşteri hizmetlerini arıyorum açmıyorlar. Extranet başvurumu iptal etmek istiyorum acilen.,D-Smart'a|Extranet,,yanlışlık olduğunu söylesem de bunu reddettiler|açmıyorlar,
112,@drgkay_s Merhaba en kısa zamanda ulaşıp yardımcı olabilmemiz için sistem numaranızı direkt mesaj ile gönderir misiniz? Teşekkür ederiz.,drgkay_s,yardımcı olabilmemiz için|Teşekkür ederiz,en kısa zamanda ulaşıp,
113,Kombi bozuk değilmiş fatura ödemeyi unutmuşuz. Ödedik lütfen gelip açın donuyoruz 🥺@igdasdestek,igdasdestek,,donuyoruz,
114,yaklaşık 7 saat önce epey detaylı DM attım zaten. @DSmartDestek,DSmartDestek,,,
115,Ürün temizleme görevini yerine getiriyor fakat kokusu çok ağır olduğu için uzun süreli temizliklerde başımı ağrıttı. Bununla birlikte mendiller plastik malzeme yerine keşke doğada kolayca çözünen bir maddeden yapılmış olsaydı. Farklı ülkelerde bunların örneğini görüyoruz.,,temizleme görevini yerine getiriyor,kokusu çok ağır olduğu için uzun süreli temizliklerde başımı ağrıttı,
116,Çok teşekkür ediyorum 🥰 @ziraatbankasi @ZiraatDestek,ziraatbankasi|ZiraatDestek,Çok teşekkür ediyorum,,
117,Akbank kredi kartı kullanılabilir limitimi belirli bir tutar arttırma ihtiyacı duydum. Limit artış işlemi belirttiğim tutarda gerçekleşti. Fakat belirtilen tutarın altında bakiyem yansıdı ve müşteri iletişim merkezini görüşmem sonucunda kullanılabilir limitimi normal görünüyor. Mobil bankacılıkta bu tutarı farklı görüntülüyorum. Bununla alakalı şikayet kaydı oluşturdum. Hep sorun olmadığıyla alakalı bilgi geliyor. Fakat mobil bankacılık üzerinden tutarda herhangi bir değişme olmadı. Problemin ivedi bir şekilde çözülmesini rica ediyorum.,Akbank,,belirtilen tutarın altında bakiyem yansıdı,
118,Payfix para çekme sorunu: Üzerime kayıtlı olan dört banka hesabından da para çekmek istediğimde 'Para çekme işlemi geçici olarak durdurulmuştur' cevabını alıyorum ayrıca fast işlemlerim iptal ediliyor. 2 gündür aynı sorunu yaşıyoruz yeterince mağduriyet yaşadık. Lütfen çözülsün bu durum,Payfix,,Para çekme işlemi geçici olarak durdurulmuştur|fast işlemlerim iptal ediliyor|yeterince mağduriyet yaşadık,
119,@VakifBankDestek Görünmüyor baktım,VakifBankDestek,,Görünmüyor,
120,B.düzü'nde elektrik sürekli gidip geliyor elektronik aletler perte çıkınca sorumluluk alacak mısınız? Servis ve tamir ücreti faturalarını size yollayacağım. @BEDASDestek,BEDASDestek,,elektrik sürekli gidip geliyor elektronik aletler perte çıkınca sorumluluk alacak mısınız? Servis ve tamir ücreti faturalarını size yollayacağım,
121,Merhaba ben yıllardır Turkcell abonesiyim. Nisan ayında geçmişe dönük alacağım 65 TL Turkcell alacağım mesajı atıldı bana. Ancak alacağınız ya IBAN numarası yazıp gönderin ya da faturadan düşecekti beklerseniz dediler. Ben 3 ay bekledim ama düşen bir şey olmadı.,Turkcell,,düşen bir şey olmadı,
122,19.06.2024 saat 01.30'da satın aldığım VİB Turizm seferi Sakarya-Harem arasındaydı fakat otobüs Dudullu terminaline saat 02.55'te indirdi ve servisin geleceğini söyledi. Bir buçuk saat servis bekledikten sonra servisin gelmeyeceğini öğrendik ve gecenin o saatinde başka bir çözüm yolu kalmadığı için taksiye bindik. 300₺ taksiye verdim biletle aynı paraya geldi. Anlayacağınız VİB Turizm yetkilileri ile iletişime geçmeye çalışıyorum fakat muhatap alan kimse yok.,VİB Turizm,,servisin gelmeyeceğini öğrendik|muhatap alan kimse yok,
