index,text,company,positive,negative,notr
154,Yeni aldığım #Vestel buzdolabı hiç soğutmuyor. Çağrı merkezini arıyorum sürekli bekletiliyorum.,Vestel,,hiç soğutmuyor|sürekli bekletiliyorum,
155, @kargoendeneme paketim geldiğinde ciddi derecede hasar görmüştü. Hala bu konuda bir çözüm bulamadılar. Bir daha buradan kargo yapmayı düşünmüyorum.,kargoendeneme,,ciddi derecede hasar görmüştü|çözüm bulamadılar|düşünmüyorum,
156, Yemeksepeti'nden sipariş verdim. Ancak sürekli yanlış ürün gönderiyorlar. Artık sipariş vermeyeceğim., Yemeksepeti, , yanlış ürün gönderiyorlar|sipariş vermeyeceğim, 
157,Yurtiçi Kargo rezilliği tam gaz devam ediyor. Kargom eve gelmeden iade edilmiş. Müşteri hizmetlerinden hiç kimseye ulaşamıyorum.,Yurtiçi Kargo,,rezilliği|iade edilmiş|hiç kimseye ulaşamıyorum,
158,#Migros marketten aldığım süt bozulmuş çıktı. Bu nasıl olur anlamıyorum. Şikayetçiyim.,Migros,,bozulmuş çıktı|şikayetçiyim,
159,#Trendyol'dan aldığım ayakkabı ikinci giyişimde dağıldı. Bu kadar kalitesiz bir ürün görmedim. Para iadesi talep ediyorum.,Trendyol,,kalitesiz,para iadesi talep ediyorum  
160,1 haftadır Vodafone internetim yok. Teknik destek sağlanmıyor ve her aradığımda oyalanıyorum.,Vodafone,,1 haftadır internetim yok| Teknik destek sağlanmıyor| her aradığımda oyalanıyorum,
161,1 saatten fazla bekledim müşteri hizmetlerine bağlanamadım,yok,,bekledim|bağlanamadım,
162,1 yıldır @superonline kullanıyorum bağlantı sürekli kopuyor iş yapamıyorum.,superonline,,bağlantı sürekli kopuyor|iş yapamıyorum,
163,2024 yılında Akakçe'den aldığım telefonun pili hemen bitiyor bir daha asla buradan alışveriş yapmam,Akakçe,,pili hemen bitiyor|bir daha asla buradan alışveriş yapmam,
164,3 aydır evde su kesintisi var @iskidestek,iskidestek,,su kesintisi var,
165,3 gündür internet yok ve hala çözüm yok bu Superonline'dan artık bıktım,Superonline,,çözüm yok|bıktım,internet yok  
166,3 gündür internetim yok arıza kaydı bıraktım ama ilgilenen yok faturamı ödediğim halde bağlantı sağlanmıyor nasıl bir hizmet anlayışı bu anlamıyorum,ilgili firma,,internetim yok|bağlantı sağlanmıyor|nasıl bir hizmet anlayışı bu|ilgilenmiyorlar,
167,3 gündür ne internet var ne televizyon. Modemin ışıkları yanmıyor. Bu nasıl bir hizmet. Türk Telekom acil çözüm bul.,Türk Telekom,,ne internet var ne televizyon|acil çözüm bul|bu nasıl bir hizmet,
168,3 gündür siparişimi teslim etmediniz. Müşteri hizmetlerinize ulaşılamıyor. Bir daha asla alışveriş yapmam.,,,ulaşılamıyor|asla alışveriş yapmam|teslim etmediniz,
169,3 gündür teknik destek talep ediyorum ama kimse geri dönmedi. Bu kadar ilgisiz bir şirket görmedim. Müşteri hizmetleri tam bir fiyasko. Bir daha asla alışveriş yapmam.,,,ilgilsiz|geri dönmedi|fiyasko|asla alışveriş yapmam,
170,3 haftadır kargom kayıp nasıl bir hizmet anlayışınız var anlamış değilim @YurtiçiKargo,YurtiçiKargo,,kargom kayıp|nasıl bir hizmet anlayışınız,
171,@ABCMarket alışverişimden hiç memnun kalmadım ürünler bozuk çıktı ve müşteri hizmetleri hiç yardımcı olmadı,ABCMarket,,bozuk çıktı|hiç memnun kalmadım|hiç yardımcı olmadı,
172,@Arcelik müşteri hizmetleri buzdolabım en ufak soğutmuyor. 15 gündür arıyorum sürekli parça bekliyoruz diyorlar. Böyle büyük bir şirket nasıl olur da bu kadar kötü hizmet verir anlamıyorum.,Arcelik,,kötü hizmet verir|soğutmuyor|parça bekliyoruz,
173,@DominosPizza müşteri hizmetleri çok ilgisiz. Siparişler sürekli geç ve soğuk geliyor.,DominosPizza,,ilgisisiz|geç|soğuk,
174,@GarantiBank ile çalışıyorum ama müşteri hizmetlerine ulaşmak bir türlü mümkün olmuyor.,GarantiBank,,ulaşmak bir türlü mümkün olmuyor,
175,@Mavi den aldığım gömlek daha ilk yıkamada soldu. Kalite sıfır.,Mavi,,kalite sıfır|ilk yıkamada soldu,
176,@Mavi mağduriyetimi çözmedi. Attığım maillere hala dönüş yok. Şikayetimi Tüketici Hakları'na bildireceğim.,Mavi,,mağduriyetimi çözmedi|dönüş yok|şikayetimi bildireceğim,
177,@McDonaldsdestek hamburgerim buz gibi geldi. Tam bir hayal kırıklığı.,McDonaldsdestek,,buz gibi geldi|hayal kırıklığı,
178,@VodafoneTR internet hızınız çok yavaş bu devirde bu hız kabul edilemez.,VodafoneTR,,internet hızınız çok yavaş|kabul edilemez,
179,@VodafoneTR müşteri hizmetlerine bağlanmak imkansız! Bir sorunu çözmek için saatlerce beklemek zorunda kalıyorum.,VodafoneTR,,imkansız|beklemek zorunda kalıyorum,
180,@bimdestek 3 hafta önce aldığım peynir bozulmuş çıktı. Ürünü iade etmek istiyorum.,bimdestek,,bozulmuş,iade etmek istiyorum  
181,@ciceksepeti müşteri hizmetlerine ulaşamıyorum! Siparişim teslim edilmedi. Paramı geri almam sandım imkansız, ciceksepeti,,Siparişim teslim edilmedi|ulaşamıyorum|imkansız,
182,@kargo_destek Kargo 5 gündür teslim edilmedi bir türlü müşteri hizmetlerine ulaşamıyorum. Şehir dışına çıkmam lazım ama paketim gelmedi.,kargo_destek,,teslim edilmedi|ulaşamıyorum|gelmedi,şehir dışına çıkmam lazım  
183,@migrosdestek Aldığım sütün son kullanma tarihi geçmemiş olmasına rağmen bozuk. Paramın iadesini istiyorum.,migrosdestek,,,bozuk|iadesini istiyorum  
184,@mngkargodestek Yine geç gelen kargo yine benim yaşadığım stres her zaman aynı sorun yeter artık #mngkargo,mngkargodestek,#mngkargo,yine geç gelen kargo|aynı sorun,
185,@turkceldestek müşteri hizmetlerine ulaşmak imkansız gerçekten. Bu kadar kötü bir hizmet olamaz.,turkceldestek,,kötü bir hizmet|ulaşmak imkansız,
186,@turktelekomdestek internet hızı berbat! 3 gündür çözüm yok. Modemi değiştirin.,turktelekomdestek,Modemi değiştirin,berbat|çözüm yok|3 gündür,
187,@vodafonefikir @vodafone trilyon para alıyorsunuz internetim çalışmıyor utanmazsınız, vodafonefikir|vodafone, trilyon para alıyorsunuz|utamazsınız, internetim çalışmıyor,
188,@xyzbank ATM'niz kartımı yuttu ve müşteri hizmetlerine ulaşamıyorum. Yardımcı olun lütfen.,xyzbank,,kartımı yuttu|müşteri hizmetlerine ulaşamıyorum,Yardımcı olun lütfen  
189,@xyzbank neden bu kadar yavaşsınız kardeşim 2 saattir şubede bekliyorum!,xyzbank,,yavaşsınız|bekliyorum,
190,@xyzfirmasidestek İki haftadır çözüm bekliyorum ama hâlâ bir geri dönüş alamadım, XYZfirmasidestek,,çözüm bekliyorum|geri dönüş alamadım,
191,@xyzmarketi Siparişlerim sürekli eksik geliyor. Bir daha alışveriş yapmayacağım.,xyzmarketi,,Siparişlerim sürekli eksik geliyor|alışveriş yapmayacağım,
192,Abi @Xbank hesap hareketlerim karışmış yine ya anlamıyorum bu bankayı, Xbank,,karışmış yine ya,
193,Adamlar interneti bağladığı anda hız yerlerde! @TurkNet,TurkNet,,hız yerlerde,Adamlar interneti bağladığı anda  
194,Ahmet Bey'in önerisiyle @Turkcell'e geçtim ama çekim gücü berbat!,Turkcell,,çekim gücü berbat!,
195,Akşam yemeği için gittiğimiz restoranda garsonlar ilgisizdi ve yemekler soğuktu. Bir de üstüne beklediğimiz süre çok uzundu.,restoran,,ilgisizdi|soğuktu|beklediğimiz süre çok uzundu,
196,Akşam yemeği için sipariş verdim ama @Yemeksepeti tam bir fiyasko! Yemekler buz gibi ve servis çok yavaş.,Yemeksepeti,,buz gibi|servis çok yavaş|fiyasko,
197,Akşam yemeği için sipariş verdim ama yemek buz gibi geldi. Bir daha asla @YemekSepeti'nden sipariş vermem.,YemekSepeti,,buz gibi geldi|Bir daha asla,
198,Aldığım telefon iki ay sonra bozuldu ve müşteri hizmetleri çok ilgisizdi. Paranın iadesini istiyorum ama hala bir geri dönüş yok.,,,bozuldu|ilgizsizdi|geri dönüş yok,
199,Aldığım telefonun şarjı bir günden fazla dayanmıyor. Bu kadar para verip böyle bir durumla karşılaşmak şaka gibi! #TeknoShop,TeknoShop,,şarjı bir günden fazla dayanmıyor|şaka gibi,
200,Apple'dan aldığım iPhone 14 sadece 2 gün sonra bozuldu. Servise götürdüm ve henüz bir yanıt alamadım. Daha önce bu kadar kötü bir hizmet almamıştım.,Apple,,bozuldu|henüz bir yanıt alamadım|kötü bir hizmet,
201,Aras Kargo bu nasıl bir hizmet ya? Kargom kayboldu ve kimse ilgilenmiyor!,Aras Kargo,,kargom kayboldu|kimse ilgilenmiyor,
202,Aras Kargo ile yaşadığım sorunlar bitmek bilmiyor. Kargom kayboldu ve hiçbir şekilde geri dönüş yapılmadı.,Aras Kargo,,kargom kayboldu|hiçbir şekilde geri dönüş yapılmadı,
203,Aras Kargo tam bir hayal kırıklığı. Paketim bir haftadır gelmedi. Müşteri hizmetleri de hiçbir şey yapmıyor.,Aras Kargo,,hayal kırıklığı|gelmedi|hiçbir şey yapmıyor,
204,Aras Kargo'dan gelen paketim hasarlıydı. Üstelik teslimat süresi de çok uzadı. Böyle kötü bir hizmet görmedim.,Aras Kargo,,hasarlıydı|teslimat süresi de çok uzadı|kötü bir hizmet,
205,Aras Kargo'dan gelen paketim paramparça olmuş. Müşteri hizmetleri de ilgilenmiyor. Böyle bir rezillik görmedim!,Aras Kargo,,paramparça|ilgilenen yok|rezillik,
206,Yemeksepeti'nden verdiğim sipariş bir saattir gelmedi bir daha sipariş verir miyim bilmiyorum.,Yemeksepeti,,bir daha sipariş verir miyim bilmiyorum,verdiğim sipariş bir saattir gelmedi  
207,Aras Kargo'nun sitesinden kargo takip yapamıyorum. Hep hata veriyor. İşimiz gücümüz var bir de bununla mı uğraşacağız?,Aras Kargo,,hata veriyor|bir de bununla mı uğraşacağız,
208,Aras Kargo’dan gelen paketin içinden aldığım ürün değil başka bir şey çıktı. Aradım ama ilgilenen yok.,Aras Kargo,,ilgilenmeyen yok|başka bir şey çıktı,
209,Arkadaşlar bankamatik kartım neden atm'lerde çalışmıyor? Kartımın yenilenmesini istiyorum.,bankamatik kartım,,atm'lerde çalışmıyor, yenilenmesini istiyorum  
210,Bu kadar kötü bir hizmet ve ilgisizlik görmedim. Yıllardır @Turkcell müşterisiyim ama artık hesabımı kapatacağım.,Turkcell,,kötü bir hizmet|ilgisizlik|hesabımı kapatacağım,
211,Arkadaşlar bu sipariş gecikme işini çözmezseniz bir daha buradan alışveriş yapmam!,buradan,,sipariş gecikme işini çözmezseniz|bir daha alışveriş yapmam,
212,Armut.com'dan sipariş verdim ama hizmet çok kötüydü. Temizlikçi son derece özensizdi ve tekrar çağırmam.,Armut.com,,hizmet çok kötüydü|özensizdi,
213,Armut.com'dan temizlikçi çağırdım ama hem geç geldi hem de düzgün temizlemedi. Bir daha kullanmayacağım.,Armut.com,,geç geldi|düzgün temizlemedi|Bir daha kullanmayacağım,
214,Artık Turkcell'den bıktım. Sürekli ariza yaşıyorum ve müşteri hizmetleri hiçbir zaman yardımcı olmuyor.,Turkcell,,bıktım|Sürekli ariza yaşıyorum|hiçbir zaman yardımcı olmuyor,
215,Artık Yurt İçi Kargo dan bıktım! Kargom haftalardır elime ulaşmadı,şikayetçiyim. Yurt İçi Kargo,,bıktım|elime ulaşmadı|şikayetçiyim,
216,Artık dayanamıyorum ya! Her ay bu faturalar neden bu kadar yüksek geliyor? Bu ne biçim iş? @Turkcell,Turkcell,,faturalar neden bu kadar yüksek geliyor|dayanamıyorum,
217,Arçelik bulaşık makinesi aldım ama sürekli arıza yapıyor müşteri hizmetleri de ilgilenmiyor bir türlü çözüm bulamadılar,Arçelik,,arıza yapıyor|ilgilenen yok|çözüm bulamadılar,
218,Arçelik buzdolabı aldım ama sürekli arıza yapıyor. Servis bir türlü sağlam onarım yapamıyor.,Arçelik,,arızalı|sağlam onarım yapamıyor,
219,Arçelik buzdolabını iki ay önce aldık. Buzlanma problemi yaşanıyor ve teknik servis bir türlü çözemedi. Bu kadar pahalı bir ürün için bu durum kabul edilemez.,Arçelik,,bu kadar pahalı bir ürün için bu durum kabul edilemez|buzlanma problemi yaşanıyor|teknik servis bir türlü çözemedi,
220,Arçelik çamaşır makinesi aldım ama sürekli arıza veriyor. Servis bir türlü çözmüyor.,Arçelik,,sürekli arıza veriyor|çözmüyor,
221,Arçelik'ten aldığım buzdolabı bozuldu. Teknik servis gelmiyor. Haftalardır mağdurum. Bir an önce ilgilenilmesini istiyorum,Arçelik,,bozuldu|gelmiyor|mağdurum,ilgilienilmesini istiyorum  
222,Arçelik'ten aldığım buzdolabı tam bir hayal kırıklığı oldu. 3 kere servis geldi ama sorun hala çözülmedi.,Arçelik,,hayal kırıklığı|sorun hala çözülmedi,
223,Arçelik'ten aldığım buzdolabı üç ayda arıza verdi. Servis gelecek dediler ama hâlâ gelen yok.,Arçelik,,arıza verdi|gelen yok,
224,Arçelik'ten yeni buzdolabı aldık ama ses yapıyor ve soğutmuyor. Teknik servis haftaya gelecekmiş sanırım mağduriyetimizi acilen gidermeleri lazım.,Arçelik,,ses yapıyor|soğutmuyor|mağduriyetimizi,haftaya gelecekmiş  
225,Arçelik’ten aldığım buzdolabı bir haftada bozuldu müşteri hizmetlerine ulaşmak imkansız böyle rezalet olamaz.,Arçelik,buzdolabı,,bozuldu|ulaşmak imkansız|rezalet  
226,Ayakkabı sipariş ettim ama yanlış numara göndermişler umarım kısa sürede çözülür.,,,yanlış numara göndermişler,umarım kısa sürede çözülür  
227,Ayakkabımın tabanı iki hafta içinde delindi. @Nike nasıl bu kadar kötü olabilir?,Nike,,tabanı delindi|kötü olabilir,
228,Aylardır internet hizmeti alamıyorum, müşteri hizmetleri sürekli bahane üretiyor. Faturalarıma sürekli zam yapmaları da cabası.,,internet hizmeti alamıyorum|bahane üretiyor|zam yapmaları,
229,Bana bu kadar kötü bir hizmet sunacağınıza hiç gelmeseydiniz daha iyiydi.,,,kötü bir hizmet,
230,Banka ATM'si paramı yuttu. Müşteri hizmetleri de hiç yardımcı olmuyor. Bir haftadır bekliyorum. Lütfen bu sorunu çözün.,Banka ATM'si |Müşteri hizmetleri,,paramı yuttu|hiç yardımcı olmuyor|bekliyorum,
231,Banka hesabımda durduk yere bloke koyuldu. Paramı kullanamıyorum günlerdir müşteri hizmetleri çözüm sunmuyor.,Banka,,bloke koyuldu|çözüm sunmuyor|kullanamıyorum,
232,Banka hesaplarımı kontrol edince 50 lira eksik gördüm hemen müşteri hizmetlerini aradım ama kimse yardımcı olmadı,İş Bankası,,kimse yardımcı olmadı|50 lira eksik gördüm,
233,Banka kartım çekim yapıyor ama iade yapmıyor. Bu nasıl iştir? Bir an önce ilgilenin @garantibbva @GarantiBBVA @garantisikayet,garantibbva |GarantiBBVA |garantisikayet,,çekim yapıyor ama iade yapmıyor|Bu nasıl iştir,
234,Belediye otobüs şoförü çok kabaydı, hiç beğenmedim.,,,
235,Benim kredi başvurum neden sürekli reddediliyor? Müşteri temsilciniz çözüm bulamadı, ben de başka bankaya geçeceğim.,,çözüm bulamadı|reddediliyor|başka bankaya geçeceğim,
236,Bilmem ben Kızılay'a kaç defa başvurdum. Her seferinde bir bahane bulup geri çeviriyorlar. Bu kadar ilgisiz ve lakayt bir kurum görmedim.,Kızılay,,ilgisiz|lakayt|bahane bulup geri çeviriyorlar,
237,Bim'den aldığım ekmek küflü çıktı bir daha kesinlikle alışveriş yapmam.,Bim,,küflü çıktı|kesinlikle alışveriş yapmam,
238,Bim'den aldığım peynir bozuk çıktı. Açtığım gibi kötü koktu. Bir an önce bu durumu düzeltin.,Bim,,bozuk çıktı|kötü koktu,
239,Bim'den aldığım süt bozuk çıktı. Bir daha da almam.,Bim,,bozuk çıktı|almam,
240,Bim'den aldığım yoğurt son kullanma tarihi geçmemiş olmasına rağmen ekşimişti. Bu kadar kalitesiz bir ürünü bir daha almam,Bim,,kalitesiz|ekşimişti|bir daha almam,
241,Bir aydır internetim yok, çağrı merkezine defalarca aramama rağmen çözüm üretmiyorlar. @vodafonevodafone,,internetim yok|çözüm üretmiyorlar|defalarca aramama rağmen,
242,Bir aydır internetim yok. Her gün teknik destekle görüşüyorum ama sorun hala çözülmedi. Artık başka bir firmaya geçmeyi düşünüyorum.,,başka bir firmaya geçmeyi düşünüyorum,internetime ulaşamıyorum|sorun hala çözülmedi,
243,Bir aydır nakliye bekliyorum ama hala gelmediler. Gümrüğe takıldığını söylüyorlar ama bu kadar uzun sürmemeliydi. Umarım çözülür.,Gümrük,,nakliye bekliyorum|bu kadar uzun sürmemeliydi,çözülür  
244,Bir daha asla bu firmayı kullanmam. Kargolarım ya kayboluyor ya hasarlı geliyor.,,,kargolarım kayboluyor|hasarlı geliyor,bir daha asla  
245,Bir haftadır Aras Kargo'dan haber bekliyorum. Müşteri hizmetlerine ulaşamıyorum. Paketim kayboldu sanırım. Bir daha asla Aras Kargo kullanmam.,Aras Kargo,,Müşteri hizmetlerine ulaşamıyorum|kullanmam,
246,Bir haftadır Garanti Bankası'na ulaşamıyorum müşteri hizmetleri hiç cevap vermiyor,Garanti Bankası,,ulaşamıyorum|hiç cevap vermiyor,
247,Bir haftadır elektrik kesintisi yaşıyoruz, ne zaman düzelecek bu iş anlamadım. Şikayetçiyim.,,şikayetçiyim|elektrik kesintisi yaşıyoruz|ne zaman düzelecek anlamadım,
248,Bir haftadır elektrik yok ne yapacağımı şaşırdım aynı zamanda telefon faturam ödendiği halde fatura kesiliyor. @Turkcell,Turkcell,,bir haftadır elektrik yok|ödendiği halde fatura kesiliyor,ne yapacağımı şaşırdım  
249,Bir haftadır elektrikler kesik ve yetkililerden ses yok. Ne zaman düzelecek? @Enerjisa,Enerjisa,,elektrikler kesik|yetkililerden ses yok|Ne zaman düzelecek?,
250,Bir haftadır internet bağlantım kesik ve müşteri hizmetleri sürekli oyalıyor. Böyle bir sorumsuzluk görmedim. #TurkTelekom,TurkTelekom,,sorumsuzluk|internet bağlantım kesik|sürekli oyalıyor,
251,Bir haftadır internet kesik ve hiçbir çözüm yok. Müşteri hizmetleri telefonu açmıyor. Bu kadar kötü bir hizmet görmedim.,,,bir haftadır internet kesik|hiçbir çözüm yok|kötü bir hizmet görmedim,
252,Bir haftadır internetim yok @Superonline müşteri hizmetleri ilgilenmiyor,Superonline,,ilgilenen yok|bir haftadır internetim yok,
253,Bir haftadır internetim yok! Arıza talebine cevap veren yok! #Superonline,Superonline,,Arıza talebine cevap veren yok|Bir haftadır internetim yok!,
254,Ne biçim hizmet anlayışınız var, siparişime 1 hafta oldu hâlâ ulaşmadı. @Gittigidiyor, Gittigidiyor,,hizmet anlayışınız|ulaşmadı  
255,Bir haftadır internetim yok. Destek ekibinden kimseye ulaşamıyorum. Bu kadar kötü bir hizmet olamaz!,Superonline,,kötü bir hizmet,internetim yok  
256,Bir haftadır kargo bekliyorum, ne arayan ne soran var. Müşteri hizmetlerine ulaşamıyorum.,,Müşteri hizmetlerine ulaşamıyorum|ne arayan ne soran var|bir haftadır kargo bekliyorum,
257,Bir haftadır kargom gelmedi ve müşteri hizmetlerine ulaşamıyorum. Rezalet bir hizmet!,Aras Kargo,,rezalet|gelmedi|ulaşamıyorum,
258,Şu bankanın kredi kartı yüzünden bıktım artık. Faiz oranları uçmuş.,,,faiz oranları uçmuş|bıktım,
259,Bundan sonra kesinlikle Hepsiburada'dan alışveriş yapmayacağım çünkü müşteri hizmetleri çok ilgisiz.,Hepsiburada,alışveriş yapmayacağım,ilgisiz,
260,Daha önce @Hepsiburada’dan aldığım ürün bozuk çıktı ve müşteri hizmetleri hiç yardımcı olmadı.,Hepsiburada,,bozuk çıktı|hiç yardımcı olmadı,
